id,target_name,start_date,end_date,national,units,territory,ce area,zone_id,db_id,db_code,db_name,sku_id,sku_code,sku_name,TargetQty(Case),TargetQty(Pcs)
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,17,11,7up 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,18,16,7up 500 ml (PET),4233,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,20,130,7up 250 ml (PET),229,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,22,76,7up 1000 ml (PET),3465,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,23,86,7up 2000 ml (PET),2310,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,24,20,7up light 500 ml (PET),189,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,26,15,Mountain Dew 200 ml (GRB),922,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,27,132,Mountain Dew 250 ml (PET),283,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,28,46,Mountain Dew 500 ml (PET),276,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,30,179,Mountain Dew 400 ml (PET),328,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,31,155,Aquafina 500ml,910,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,32,159,Aquafina 1500ml,500,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,33,51,Mango Slice 250 ml (GRB),519,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,34,85,Pepsi 2000 ml (PET),51,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Kuril,26,1,100000424,Al-Biruni Corporation Ltd.,35,96,Evervess Club Soda 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,1,2,Pepsi 207 ml (GRB),935,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,2,1,Pepsi 250 ml (GRB),268,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,3,161,Pepsi 500 ml (PET),1207,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,4,176,Pepsi 400 ml (PET),505,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,5,75,Pepsi 1000 ml (PET),110,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,6,129,Pepsi 250 ml (PET),2904,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,7,169,Pepsi 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,8,10,Pepsi Diet 500 ml (PET),153,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,9,170,Pepsi Diet 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,10,22,MOrange200(GRB),448,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,11,26,Mirinda Orange 500 ml (PET),4908,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,12,178,Mirinda Orange 400 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,13,131,Mirinda Orange 250 ml (PET),505,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,14,172,Mirinda Orange 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,15,77,Mirinda Orange 1000 ml (PET),557,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,16,12,7up 207 ml (GRB),218,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,17,11,7up 250 ml (GRB),1327,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,18,16,7up 500 ml (PET),3321,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,19,177,7up 400 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,20,130,7up 250 ml (PET),1571,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,21,171,7up 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,22,76,7up 1000 ml (PET),1579,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,23,86,7up 2000 ml (PET),1777,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,24,20,7up light 500 ml (PET),162,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,25,174,Can Combo 250ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,26,15,Mountain Dew 200 ml (GRB),2127,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,27,132,Mountain Dew 250 ml (PET),498,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,28,46,Mountain Dew 500 ml (PET),784,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,29,173,Mountain Dew 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,30,179,Mountain Dew 400 ml (PET),392,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,31,155,Aquafina 500ml,1465,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,32,159,Aquafina 1500ml,668,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,33,51,Mango Slice 250 ml (GRB),475,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,34,85,Pepsi 2000 ml (PET),145,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,2,100000661,Mohiuddin Enterprise,35,96,Evervess Club Soda 500 ml (PET),22,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,1,2,Pepsi 207 ml (GRB),298,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,2,1,Pepsi 250 ml (GRB),334,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,3,161,Pepsi 500 ml (PET),521,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,4,176,Pepsi 400 ml (PET),479,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,5,75,Pepsi 1000 ml (PET),56,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,6,129,Pepsi 250 ml (PET),2219,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,7,169,Pepsi 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,8,10,Pepsi Diet 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,9,170,Pepsi Diet 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,10,22,MOrange200(GRB),315,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,11,26,Mirinda Orange 500 ml (PET),4544,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,12,178,Mirinda Orange 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,13,131,Mirinda Orange 250 ml (PET),448,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,14,172,Mirinda Orange 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,15,77,Mirinda Orange 1000 ml (PET),704,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,16,12,7up 207 ml (GRB),142,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,17,11,7up 250 ml (GRB),272,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,18,16,7up 500 ml (PET),4977,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,20,130,7up 250 ml (PET),630,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,22,76,7up 1000 ml (PET),4322,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,23,86,7up 2000 ml (PET),2374,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,24,20,7up light 500 ml (PET),38,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,26,15,Mountain Dew 200 ml (GRB),949,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,27,132,Mountain Dew 250 ml (PET),141,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,28,46,Mountain Dew 500 ml (PET),394,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,30,179,Mountain Dew 400 ml (PET),328,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,31,155,Aquafina 500ml,954,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,32,159,Aquafina 1500ml,527,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,33,51,Mango Slice 250 ml (GRB),173,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,34,85,Pepsi 2000 ml (PET),20,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,3,1000365,ERA TRADERS,35,96,Evervess Club Soda 500 ml (PET),16,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,1,2,Pepsi 207 ml (GRB),1043,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,2,1,Pepsi 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,3,161,Pepsi 500 ml (PET),1026,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,4,176,Pepsi 400 ml (PET),239,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,5,75,Pepsi 1000 ml (PET),34,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,6,129,Pepsi 250 ml (PET),2326,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,7,169,Pepsi 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,8,10,Pepsi Diet 500 ml (PET),41,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,9,170,Pepsi Diet 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,10,22,MOrange200(GRB),252,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,11,26,Mirinda Orange 500 ml (PET),2989,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,12,178,Mirinda Orange 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,13,131,Mirinda Orange 250 ml (PET),224,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,14,172,Mirinda Orange 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,15,77,Mirinda Orange 1000 ml (PET),816,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,16,12,7up 207 ml (GRB),569,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,17,11,7up 250 ml (GRB),5,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,18,16,7up 500 ml (PET),4783,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,20,130,7up 250 ml (PET),647,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,22,76,7up 1000 ml (PET),2558,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,23,86,7up 2000 ml (PET),2164,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,24,20,7up light 500 ml (PET),104,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,26,15,Mountain Dew 200 ml (GRB),1627,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,27,132,Mountain Dew 250 ml (PET),141,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,28,46,Mountain Dew 500 ml (PET),710,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,30,179,Mountain Dew 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,31,155,Aquafina 500ml,1285,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,32,159,Aquafina 1500ml,465,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,33,51,Mango Slice 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,34,85,Pepsi 2000 ml (PET),59,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Mirpur,40,4,100000751,ERA TRADERS-2,35,96,Evervess Club Soda 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),1,2,Pepsi 207 ml (GRB),2461,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),2,1,Pepsi 250 ml (GRB),713,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),3,161,Pepsi 500 ml (PET),1625,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),4,176,Pepsi 400 ml (PET),714,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),5,75,Pepsi 1000 ml (PET),144,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Zigatola,34,5,100000378,Trends Bangladesh Int.(TBI),6,129,Pepsi 250 ml (PET),5001,
